,Venue,venue_id,Venue Latitude,Venue Longitude,Venue Category,Venue Category Plural,Venue Category Short,sub_id
179,Nothing Bundt Cakes,5790028ecd10259c409605b7,37.699752375389245,-122.48377150302076,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
180,Cafe Bakery,4e32f7af18a8efdb1753a5c0,37.75409663054946,-122.47834299637326,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
181,Rolling Out,4eea6f00f9ab8fc95f202984,37.742775160440196,-122.48475305140774,Café,Cafés,Café,4bf58dd8d48988d16d941735
182,A-1 Bakery,4bbf523e98f49521956bd263,37.72480202387042,-122.46064141432204,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
183,Tiki Haven,4d844c6bf1e56ea8f8a9728a,37.75428962812687,-122.47815665849926,Tiki Bar,Tiki Bars,Tiki Bar,56aa371be4b08b9a8d57354d
184,White Cap,5a06582e0802d42aa2b760b6,37.74185587001411,-122.5048392552865,Cocktail Bar,Cocktail Bars,Cocktail,4bf58dd8d48988d11e941735
185,Philosopher's Club,49f35a25f964a520916a1fe3,37.740894965026094,-122.46553217465589,Bar,Bars,Bar,4bf58dd8d48988d116941735
186,Underdogs Too,5c170ddd5f68b9002c632e5c,37.741892,-122.504763,Taco Place,Taco Places,Tacos,4bf58dd8d48988d151941735
187,Glen Park Station,563ef865cd10b88df828028e,37.734188619314516,-122.43417077944143,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
188,Riptide,4d3c6a863ec9a35dfd644881,37.74168550676124,-122.50532321284336,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
189,Parkside Tavern,4a86114cf964a520480020e3,37.74267218305755,-122.48716050410408,Gastropub,Gastropubs,Gastropub,4bf58dd8d48988d155941735
190,Recovery Room,5adc0e021acf113ad0f6a9fa,37.725465862309946,-122.4343419070651,Bar,Bars,Bar,4bf58dd8d48988d116941735
191,After Hours,59d2e347237dee5208cbee53,37.742176320139876,-122.49894691565898,Bar,Bars,Bar,4bf58dd8d48988d116941735
192,Val's Restaurant and Lounge,4b552a7cf964a5206cdd27e3,37.69173055507953,-122.47129341624898,Steakhouse,Steakhouses,Steakhouse,4bf58dd8d48988d1cc941735
193,Voiz Karaoke,4b9352f6f964a520164034e3,37.74323505498939,-122.47107766653484,Karaoke Bar,Karaoke Bars,Karaoke,4bf58dd8d48988d120941735
194,The Dubliner,4a69315df964a520c2cb1fe3,37.737683802880035,-122.46956056412179,Pub,Pubs,Pub,4bf58dd8d48988d11b941735
195,Parkside Hookah,4c9316872bf7b60c8854680a,37.741585877747525,-122.47570317460121,Hookah Bar,Hookah Bars,Hookah Bar,4bf58dd8d48988d119941735
196,Vin Debut,5674ee88498e64d8f28af57d,37.74076964714903,-122.46580562928152,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
197,Fire Fly Sports Bar,4b724069f964a5209b752de3,37.75353906930099,-122.49028328559612,Bar,Bars,Bar,4bf58dd8d48988d116941735
198,Bottoms Up Bar & Lounge,4b03984ff964a520db4f22e3,37.723009877300576,-122.43621031743807,Bar,Bars,Bar,4bf58dd8d48988d116941735
199,Annex,4b79df46f964a52072172fe3,37.70596406555044,-122.46148076212567,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
200,The Ave Bar,4cb9db8c43ec6dcbb724a031,37.72454281455243,-122.45935827448322,Bar,Bars,Bar,4bf58dd8d48988d116941735
201,Ralston,4ea7a8efb8034ce4bced631f,37.72078770761517,-122.46923884720123,Speakeasy,Speakeasies,Speakeasy,4bf58dd8d48988d1d4941735
202,Last Stop,58d5bda42a19825836bb98bd,37.70671203483266,-122.45885215764186,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735
203,Fog City Hookah Bar & Grill,54b0e67b498e594f4ba5f6be,37.69005064289412,-122.46551293752027,Hookah Bar,Hookah Bars,Hookah Bar,4bf58dd8d48988d119941735
204,Mike's Liquors,4a0e082af964a520bb751fe3,37.717047624051986,-122.44069948494237,Liquor Store,Liquor Stores,Liquor Store,4bf58dd8d48988d186941735
205,Miraloma Club,429f9d80f964a520c6241fe3,37.743906019837034,-122.45366175740402,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
206,Friends Bar,4ae7ed0cf964a520dfad21e3,37.73168186307918,-122.44791211353864,Bar,Bars,Bar,4bf58dd8d48988d116941735
207,McCarthy's Irish Bar,510c7fa6e4b0ca91e900783d,37.74040241728515,-122.4665463457005,Pub,Pubs,Pub,4bf58dd8d48988d11b941735
208,The Dark Horse Inn,4ec020bbb8f7963bcdde0f6b,37.716127089376435,-122.44037320223659,Bar,Bars,Bar,4bf58dd8d48988d116941735
209,Rocks Den,565a5593498e67464ff1fb2d,37.7272603284223,-122.43283844792182,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735
210,Shannon Arms,4a60bfa1f964a52022c11fe3,37.743010129627564,-122.47596155308086,Pub,Pubs,Pub,4bf58dd8d48988d11b941735
211,OneUp Bar,546ffaaf498e44efc06cff7a,37.754357021306866,-122.47708023538158,Bar,Bars,Bar,4bf58dd8d48988d116941735
212,Costello's Four Deuces,4ada6b37f964a5206d2221e3,37.7422266969686,-122.49113081328775,Bar,Bars,Bar,4bf58dd8d48988d116941735
213,The Four Deuces,5251bac6498e62cb962b6c61,37.74223101224503,-122.49110628014726,Bar,Bars,Bar,4bf58dd8d48988d116941735
214,Witch Doctor's Lounge,5a0fc712286fda3f036346b0,37.720676,-122.43802,Bar,Bars,Bar,4bf58dd8d48988d116941735
215,Boomerang Cocktail Lounge,4bbacdec98c7ef3b83863302,37.754191576284065,-122.47914397727983,Cocktail Bar,Cocktail Bars,Cocktail,4bf58dd8d48988d11e941735
216,Geneva Pub,4b6f91abf964a52037f62ce3,37.714242636406595,-122.43641500549084,Bar,Bars,Bar,4bf58dd8d48988d116941735
217,Que Syrah,4bf6c1645efe2d7fdab16734,37.73859938571756,-122.46852822019164,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
218,The Connection,4c12be52a9c220a1aa91549d,37.70974081507923,-122.4501494702126,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
219,United Irish Cultural Center,4a6cba4bf964a5206fd11fe3,37.73585877924533,-122.50303636090925,Event Space,Event Spaces,Event Space,4bf58dd8d48988d171941735
220,Grandma's Saloon,4b08ee17f964a520681323e3,37.74304400999787,-122.47704646359036,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
221,78 Miramar Place,4d923218270e6ea8b33f64ff,37.719783,-122.457955,Beer Garden,Beer Gardens,Beer Garden,4bf58dd8d48988d117941735
222,85C Bakery Cafe - Stonestown,5b942774deb4950025220c76,37.72791847111096,-122.47628171618449,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
223,Boudin Bakery Café Stonestown,4aecaa99f964a52019ca21e3,37.728669,-122.476886,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
224,Krispy Kreme Doughnuts,49f3ecb0f964a520eb6a1fe3,37.688771,-122.471606,Donut Shop,Donut Shops,Donuts,4bf58dd8d48988d148941735
225,Sheng Kee Bakery,4b788040f964a52084d22ee3,37.69899594115916,-122.48220150046158,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
226,La Baguette,529d49c111d27cfebb6c8740,37.72716748968099,-122.47723824286889,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
227,Cocola Bakery,4b3fd429f964a520e3af25e3,37.72784218971036,-122.4767595204661,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
228,Noe Valley Bakery,5817b85138fa18081795a194,37.74056451440146,-122.46628414888933,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
229,Cafe Bakery & Restaurant,4ab81a99f964a520357c20e3,37.75417144724461,-122.4781683793777,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
230,Le Bread Express,57ba448b498e2dc8c6d2c251,37.728757,-122.477223,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
231,Mr. Bread,56a52b02498e66937df2494d,37.74303448217439,-122.47717087703009,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
232,Goldilocks,574cabe6498eaa071d281d6b,37.706713264409444,-122.45987176392525,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
233,Ambrosia Bakery,4b42ca2ff964a520e9d925e3,37.73168360422749,-122.4734619126952,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
234,Red Ribbon Bakeshop,457da3f2f964a5202d3f1fe3,37.697229787882,-122.46293190496694,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
235,Hilda's Mart and Bake Shop,4a58c8b8f964a520dbb71fe3,37.72251097057312,-122.43454860403548,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
236,T28 Bakery and Cafe,4af9013ff964a520cf1022e3,37.74255955704313,-122.48528384519466,Chinese Restaurant,Chinese Restaurants,Chinese,4bf58dd8d48988d145941735
237,Good Orchard Bakery,4f08d48be4b0803b69422aed,37.72339609803051,-122.43574523596273,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
238,Boss Bakery,5c02e7935ba046002c49e6fb,37.753704,-122.49087,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
239,Nothing Bundt Cakes,5790028ecd10259c409605b7,37.699752375389245,-122.48377150302076,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
240,Cafe Bakery,4e32f7af18a8efdb1753a5c0,37.75409663054946,-122.47834299637326,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
241,Rolling Out,4eea6f00f9ab8fc95f202984,37.742775160440196,-122.48475305140774,Café,Cafés,Café,4bf58dd8d48988d16d941735
242,A-1 Bakery,4bbf523e98f49521956bd263,37.72480202387042,-122.46064141432204,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
243,Kahve Diyarım,53c19b5a498eb5bf28f7e61f,37.771511083102396,37.837500608300246,Café,Cafés,Café,4bf58dd8d48988d16d941735
244,Tiki Haven,4d844c6bf1e56ea8f8a9728a,37.75428962812687,-122.47815665849926,Tiki Bar,Tiki Bars,Tiki Bar,56aa371be4b08b9a8d57354d
245,White Cap,5a06582e0802d42aa2b760b6,37.74185587001411,-122.5048392552865,Cocktail Bar,Cocktail Bars,Cocktail,4bf58dd8d48988d11e941735
246,Philosopher's Club,49f35a25f964a520916a1fe3,37.740894965026094,-122.46553217465589,Bar,Bars,Bar,4bf58dd8d48988d116941735
247,Underdogs Too,5c170ddd5f68b9002c632e5c,37.741892,-122.504763,Taco Place,Taco Places,Tacos,4bf58dd8d48988d151941735
248,Glen Park Station,563ef865cd10b88df828028e,37.734188619314516,-122.43417077944143,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
249,Riptide,4d3c6a863ec9a35dfd644881,37.74168550676124,-122.50532321284336,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
250,Parkside Tavern,4a86114cf964a520480020e3,37.74267218305755,-122.48716050410408,Gastropub,Gastropubs,Gastropub,4bf58dd8d48988d155941735
251,Recovery Room,5adc0e021acf113ad0f6a9fa,37.725465862309946,-122.4343419070651,Bar,Bars,Bar,4bf58dd8d48988d116941735
252,After Hours,59d2e347237dee5208cbee53,37.742176320139876,-122.49894691565898,Bar,Bars,Bar,4bf58dd8d48988d116941735
253,Val's Restaurant and Lounge,4b552a7cf964a5206cdd27e3,37.69173055507953,-122.47129341624898,Steakhouse,Steakhouses,Steakhouse,4bf58dd8d48988d1cc941735
254,Voiz Karaoke,4b9352f6f964a520164034e3,37.74323505498939,-122.47107766653484,Karaoke Bar,Karaoke Bars,Karaoke,4bf58dd8d48988d120941735
255,The Dubliner,4a69315df964a520c2cb1fe3,37.737683802880035,-122.46956056412179,Pub,Pubs,Pub,4bf58dd8d48988d11b941735
256,Parkside Hookah,4c9316872bf7b60c8854680a,37.741585877747525,-122.47570317460121,Hookah Bar,Hookah Bars,Hookah Bar,4bf58dd8d48988d119941735
257,Vin Debut,5674ee88498e64d8f28af57d,37.74076964714903,-122.46580562928152,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
258,Fire Fly Sports Bar,4b724069f964a5209b752de3,37.75353906930099,-122.49028328559612,Bar,Bars,Bar,4bf58dd8d48988d116941735
259,Bottoms Up Bar & Lounge,4b03984ff964a520db4f22e3,37.723009877300576,-122.43621031743807,Bar,Bars,Bar,4bf58dd8d48988d116941735
260,Annex,4b79df46f964a52072172fe3,37.70596406555044,-122.46148076212567,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
261,The Ave Bar,4cb9db8c43ec6dcbb724a031,37.72454281455243,-122.45935827448322,Bar,Bars,Bar,4bf58dd8d48988d116941735
262,Ralston,4ea7a8efb8034ce4bced631f,37.72078770761517,-122.46923884720123,Speakeasy,Speakeasies,Speakeasy,4bf58dd8d48988d1d4941735
263,Last Stop,58d5bda42a19825836bb98bd,37.70671203483266,-122.45885215764186,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735
264,Fog City Hookah Bar & Grill,54b0e67b498e594f4ba5f6be,37.69005064289412,-122.46551293752027,Hookah Bar,Hookah Bars,Hookah Bar,4bf58dd8d48988d119941735
265,Mike's Liquors,4a0e082af964a520bb751fe3,37.717047624051986,-122.44069948494237,Liquor Store,Liquor Stores,Liquor Store,4bf58dd8d48988d186941735
266,Miraloma Club,429f9d80f964a520c6241fe3,37.743906019837034,-122.45366175740402,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
267,Friends Bar,4ae7ed0cf964a520dfad21e3,37.73168186307918,-122.44791211353864,Bar,Bars,Bar,4bf58dd8d48988d116941735
268,McCarthy's Irish Bar,510c7fa6e4b0ca91e900783d,37.74040241728515,-122.4665463457005,Pub,Pubs,Pub,4bf58dd8d48988d11b941735
269,The Dark Horse Inn,4ec020bbb8f7963bcdde0f6b,37.716127089376435,-122.44037320223659,Bar,Bars,Bar,4bf58dd8d48988d116941735
270,Rocks Den,565a5593498e67464ff1fb2d,37.7272603284223,-122.43283844792182,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735
271,Shannon Arms,4a60bfa1f964a52022c11fe3,37.743010129627564,-122.47596155308086,Pub,Pubs,Pub,4bf58dd8d48988d11b941735
272,OneUp Bar,546ffaaf498e44efc06cff7a,37.754357021306866,-122.47708023538158,Bar,Bars,Bar,4bf58dd8d48988d116941735
273,Costello's Four Deuces,4ada6b37f964a5206d2221e3,37.7422266969686,-122.49113081328775,Bar,Bars,Bar,4bf58dd8d48988d116941735
274,The Four Deuces,5251bac6498e62cb962b6c61,37.74223101224503,-122.49110628014726,Bar,Bars,Bar,4bf58dd8d48988d116941735
275,Witch Doctor's Lounge,5a0fc712286fda3f036346b0,37.720676,-122.43802,Bar,Bars,Bar,4bf58dd8d48988d116941735
276,Boomerang Cocktail Lounge,4bbacdec98c7ef3b83863302,37.754191576284065,-122.47914397727983,Cocktail Bar,Cocktail Bars,Cocktail,4bf58dd8d48988d11e941735
277,Geneva Pub,4b6f91abf964a52037f62ce3,37.714242636406595,-122.43641500549084,Bar,Bars,Bar,4bf58dd8d48988d116941735
278,Que Syrah,4bf6c1645efe2d7fdab16734,37.73859938571756,-122.46852822019164,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
279,The Connection,4c12be52a9c220a1aa91549d,37.70974081507923,-122.4501494702126,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
280,United Irish Cultural Center,4a6cba4bf964a5206fd11fe3,37.73585877924533,-122.50303636090925,Event Space,Event Spaces,Event Space,4bf58dd8d48988d171941735
281,Grandma's Saloon,4b08ee17f964a520681323e3,37.74304400999787,-122.47704646359036,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
282,78 Miramar Place,4d923218270e6ea8b33f64ff,37.719783,-122.457955,Beer Garden,Beer Gardens,Beer Garden,4bf58dd8d48988d117941735
283,85C Bakery Cafe - Stonestown,5b942774deb4950025220c76,37.72791847111096,-122.47628171618449,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
284,Boudin Bakery Café Stonestown,4aecaa99f964a52019ca21e3,37.728669,-122.476886,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
285,Krispy Kreme Doughnuts,49f3ecb0f964a520eb6a1fe3,37.688771,-122.471606,Donut Shop,Donut Shops,Donuts,4bf58dd8d48988d148941735
286,Sheng Kee Bakery,4b788040f964a52084d22ee3,37.69899594115916,-122.48220150046158,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
287,La Baguette,529d49c111d27cfebb6c8740,37.72716748968099,-122.47723824286889,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
288,Cocola Bakery,4b3fd429f964a520e3af25e3,37.72784218971036,-122.4767595204661,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
289,Noe Valley Bakery,5817b85138fa18081795a194,37.74056451440146,-122.46628414888933,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
290,Cafe Bakery & Restaurant,4ab81a99f964a520357c20e3,37.75417144724461,-122.4781683793777,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
291,Le Bread Express,57ba448b498e2dc8c6d2c251,37.728757,-122.477223,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
292,Mr. Bread,56a52b02498e66937df2494d,37.74303448217439,-122.47717087703009,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
293,Goldilocks,574cabe6498eaa071d281d6b,37.706713264409444,-122.45987176392525,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
294,Ambrosia Bakery,4b42ca2ff964a520e9d925e3,37.73168360422749,-122.4734619126952,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
295,Red Ribbon Bakeshop,457da3f2f964a5202d3f1fe3,37.697229787882,-122.46293190496694,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
296,Hilda's Mart and Bake Shop,4a58c8b8f964a520dbb71fe3,37.72251097057312,-122.43454860403548,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
297,T28 Bakery and Cafe,4af9013ff964a520cf1022e3,37.74255955704313,-122.48528384519466,Chinese Restaurant,Chinese Restaurants,Chinese,4bf58dd8d48988d145941735
298,Good Orchard Bakery,4f08d48be4b0803b69422aed,37.72339609803051,-122.43574523596273,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
299,Boss Bakery,5c02e7935ba046002c49e6fb,37.753704,-122.49087,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
300,Nothing Bundt Cakes,5790028ecd10259c409605b7,37.699752375389245,-122.48377150302076,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
301,Cafe Bakery,4e32f7af18a8efdb1753a5c0,37.75409663054946,-122.47834299637326,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
302,Rolling Out,4eea6f00f9ab8fc95f202984,37.742775160440196,-122.48475305140774,Café,Cafés,Café,4bf58dd8d48988d16d941735
303,A-1 Bakery,4bbf523e98f49521956bd263,37.72480202387042,-122.46064141432204,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
304,Tiki Haven,4d844c6bf1e56ea8f8a9728a,37.75428962812687,-122.47815665849926,Tiki Bar,Tiki Bars,Tiki Bar,56aa371be4b08b9a8d57354d
305,White Cap,5a06582e0802d42aa2b760b6,37.74185587001411,-122.5048392552865,Cocktail Bar,Cocktail Bars,Cocktail,4bf58dd8d48988d11e941735
306,Philosopher's Club,49f35a25f964a520916a1fe3,37.740894965026094,-122.46553217465589,Bar,Bars,Bar,4bf58dd8d48988d116941735
307,Underdogs Too,5c170ddd5f68b9002c632e5c,37.741892,-122.504763,Taco Place,Taco Places,Tacos,4bf58dd8d48988d151941735
308,Glen Park Station,563ef865cd10b88df828028e,37.734188619314516,-122.43417077944143,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
309,Riptide,4d3c6a863ec9a35dfd644881,37.74168550676124,-122.50532321284336,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
310,Parkside Tavern,4a86114cf964a520480020e3,37.74267218305755,-122.48716050410408,Gastropub,Gastropubs,Gastropub,4bf58dd8d48988d155941735
311,Recovery Room,5adc0e021acf113ad0f6a9fa,37.725465862309946,-122.4343419070651,Bar,Bars,Bar,4bf58dd8d48988d116941735
312,After Hours,59d2e347237dee5208cbee53,37.742176320139876,-122.49894691565898,Bar,Bars,Bar,4bf58dd8d48988d116941735
313,Val's Restaurant and Lounge,4b552a7cf964a5206cdd27e3,37.69173055507953,-122.47129341624898,Steakhouse,Steakhouses,Steakhouse,4bf58dd8d48988d1cc941735
314,Voiz Karaoke,4b9352f6f964a520164034e3,37.74323505498939,-122.47107766653484,Karaoke Bar,Karaoke Bars,Karaoke,4bf58dd8d48988d120941735
315,The Dubliner,4a69315df964a520c2cb1fe3,37.737683802880035,-122.46956056412179,Pub,Pubs,Pub,4bf58dd8d48988d11b941735
316,Parkside Hookah,4c9316872bf7b60c8854680a,37.741585877747525,-122.47570317460121,Hookah Bar,Hookah Bars,Hookah Bar,4bf58dd8d48988d119941735
317,Vin Debut,5674ee88498e64d8f28af57d,37.74076964714903,-122.46580562928152,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
318,Fire Fly Sports Bar,4b724069f964a5209b752de3,37.75353906930099,-122.49028328559612,Bar,Bars,Bar,4bf58dd8d48988d116941735
319,Bottoms Up Bar & Lounge,4b03984ff964a520db4f22e3,37.723009877300576,-122.43621031743807,Bar,Bars,Bar,4bf58dd8d48988d116941735
320,Annex,4b79df46f964a52072172fe3,37.70596406555044,-122.46148076212567,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
321,The Ave Bar,4cb9db8c43ec6dcbb724a031,37.72454281455243,-122.45935827448322,Bar,Bars,Bar,4bf58dd8d48988d116941735
322,Ralston,4ea7a8efb8034ce4bced631f,37.72078770761517,-122.46923884720123,Speakeasy,Speakeasies,Speakeasy,4bf58dd8d48988d1d4941735
323,Last Stop,58d5bda42a19825836bb98bd,37.70671203483266,-122.45885215764186,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735
324,Fog City Hookah Bar & Grill,54b0e67b498e594f4ba5f6be,37.69005064289412,-122.46551293752027,Hookah Bar,Hookah Bars,Hookah Bar,4bf58dd8d48988d119941735
325,Mike's Liquors,4a0e082af964a520bb751fe3,37.717047624051986,-122.44069948494237,Liquor Store,Liquor Stores,Liquor Store,4bf58dd8d48988d186941735
326,Miraloma Club,429f9d80f964a520c6241fe3,37.743906019837034,-122.45366175740402,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
327,Friends Bar,4ae7ed0cf964a520dfad21e3,37.73168186307918,-122.44791211353864,Bar,Bars,Bar,4bf58dd8d48988d116941735
328,McCarthy's Irish Bar,510c7fa6e4b0ca91e900783d,37.74040241728515,-122.4665463457005,Pub,Pubs,Pub,4bf58dd8d48988d11b941735
329,The Dark Horse Inn,4ec020bbb8f7963bcdde0f6b,37.716127089376435,-122.44037320223659,Bar,Bars,Bar,4bf58dd8d48988d116941735
330,Rocks Den,565a5593498e67464ff1fb2d,37.7272603284223,-122.43283844792182,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735
331,Shannon Arms,4a60bfa1f964a52022c11fe3,37.743010129627564,-122.47596155308086,Pub,Pubs,Pub,4bf58dd8d48988d11b941735
332,OneUp Bar,546ffaaf498e44efc06cff7a,37.754357021306866,-122.47708023538158,Bar,Bars,Bar,4bf58dd8d48988d116941735
333,Costello's Four Deuces,4ada6b37f964a5206d2221e3,37.7422266969686,-122.49113081328775,Bar,Bars,Bar,4bf58dd8d48988d116941735
334,The Four Deuces,5251bac6498e62cb962b6c61,37.74223101224503,-122.49110628014726,Bar,Bars,Bar,4bf58dd8d48988d116941735
335,Witch Doctor's Lounge,5a0fc712286fda3f036346b0,37.720676,-122.43802,Bar,Bars,Bar,4bf58dd8d48988d116941735
336,Boomerang Cocktail Lounge,4bbacdec98c7ef3b83863302,37.754191576284065,-122.47914397727983,Cocktail Bar,Cocktail Bars,Cocktail,4bf58dd8d48988d11e941735
337,Geneva Pub,4b6f91abf964a52037f62ce3,37.714242636406595,-122.43641500549084,Bar,Bars,Bar,4bf58dd8d48988d116941735
338,Que Syrah,4bf6c1645efe2d7fdab16734,37.73859938571756,-122.46852822019164,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
339,The Connection,4c12be52a9c220a1aa91549d,37.70974081507923,-122.4501494702126,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
340,United Irish Cultural Center,4a6cba4bf964a5206fd11fe3,37.73585877924533,-122.50303636090925,Event Space,Event Spaces,Event Space,4bf58dd8d48988d171941735
341,Grandma's Saloon,4b08ee17f964a520681323e3,37.74304400999787,-122.47704646359036,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
342,78 Miramar Place,4d923218270e6ea8b33f64ff,37.719783,-122.457955,Beer Garden,Beer Gardens,Beer Garden,4bf58dd8d48988d117941735
343,85C Bakery Cafe - Stonestown,5b942774deb4950025220c76,37.72791847111096,-122.47628171618449,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
344,Boudin Bakery Café Stonestown,4aecaa99f964a52019ca21e3,37.728669,-122.476886,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
